name,calories,carbs,fat,restaurant,category
"Pecan-Crusted Chicken Salad, Half w/o dressing",580,53.0,31,Applebee's,Salads
"Pecan-Crusted Chicken Salad, Regular",1350,114.0,80,Applebee's,Salads
"Pecan-Crusted Chicken Salad, Regular w/o dressing",880,76.0,46,Applebee's,Salads
Chopped Farmhouse Chicken Salad – Crispy,430,30.0,24,Arby's,Salads
Chopped Farmhouse Chicken Salad – Roast,250,11.0,13,Arby's,Salads
Chopped Side Salad,70,4.0,5,Arby's,Salads
Balsamic Bleu Salad,330,35.0,18,Atlanta Bread Company,Salads
Caesar Salad,150,7.0,9,Atlanta Bread Company,Salads
Chopstix Chicken Salad,240,22.0,10,Atlanta Bread Company,Salads
Greek Salad,240,15.0,16,Atlanta Bread Company,Salads
House Salad,90,13.0,2,Atlanta Bread Company,Salads
Salsa Fresca Salmon Salad,560,40.0,29,Atlanta Bread Company,Salads
Chicken Supremes Salad,460,33.0,18,Bojangle's Famous Chicken 'n Biscuits,Salads
Garden Salad,190,9.0,9,Bojangle's Famous Chicken 'n Biscuits,Salads
Grilled Chicken Salad,305,11.0,11,Bojangle's Famous Chicken 'n Biscuits,Salads
Chicken Caesar Salad,490,10.0,27,Buffalo Wild Wings,Salads
Chicken Tender Salad,990,74.0,68,Buffalo Wild Wings,Salads
Garden Salad,420,28.0,30,Buffalo Wild Wings,Salads
Grilled Blackened Chicken Salad,660,23.0,39,Buffalo Wild Wings,Salads
Grilled Chicken Salad,640,20.0,38,Buffalo Wild Wings,Salads
Honey BBQ Chicken Salad,773,87.0,38,Buffalo Wild Wings,Salads
Side Salad,210,14.0,15,Buffalo Wild Wings,Salads
Garden Salad (no chicken),130,6.0,8,Burger King,Salads
Garlic Parmesan Croutons,60,9.0,2,Burger King,Salads
Ken’s® Creamy Caesar Dressing (2 oz),210,4.0,21,Burger King,Salads
Ken’s® Fat Free Ranch Dressing (2 oz),60,15.0,0,Burger King,Salads
Ken’s® Honey Mustard Dressing (2 oz),270,15.0,23,Burger King,Salads
Ken’s® Light Italian Dressing (2 oz),120,5.0,11,Burger King,Salads
Ken’s® Ranch Dressing (2 oz),190,2.0,20,Burger King,Salads
Side Salad,40,2.0,2,Burger King,Salads
Tendercrisp® Chicken Garden Salad,470,26.0,26,Burger King,Salads
Tendergrill™ Chicken Garden Salad,290,8.0,12,Burger King,Salads
Bite Size Shrimp Salad,267,33.0,10,Captain D's,Salads
Fried Chicken Salad,207,18.0,10,Captain D's,Salads
Wild Alaskan Salmon Salad,177,8.0,1,Captain D's,Salads
Cranberry Apple Walnut Grilled Chicken Salad w/o Dressing,320,,11,Carl's Jr.,Salads
Green Burrito® Taco Salad w/o Dressing,880,,53,Carl's Jr.,Salads
Original Grilled Chicken Salad w/o Dressing,270,,9,Carl's Jr.,Salads
Side Salad w/o Dressing,120,,5,Carl's Jr.,Salads
Buffalo Chicken Salad,208,14.0,7,Charley's Grilled Subs,Salads
Chicken Teriyaki Salad,213,12.0,7,Charley's Grilled Subs,Salads
Fresh Garden,58,9.0,2,Charley's Grilled Subs,Salads
Grilled Chicken Salad,198,10.0,7,Charley's Grilled Subs,Salads
Grilled Steak Salad,208,10.0,10,Charley's Grilled Subs,Salads
Carrot & Raisin Salad,260,40.0,12,Chick-fil-A,Salads
Chargrilled & Fruit Salad,220,22.0,6,Chick-fil-A,Salads
Chargrilled Chicken Garden Salad,180,11.0,6,Chick-fil-A,Salads
Chick-n-Strips Salad,460,26.0,22,Chick-fil-A,Salads
Chicken Salad Cup,350,9.0,22,Chick-fil-A,Salads
Side Salad,70,5.0,4,Chick-fil-A,Salads
Southwest Chargrilled Salad,240,18.0,9,Chick-fil-A,Salads
Boneless Buffalo Chicken Salad,990,48.0,68,Chili's,Salads
Caribbean Salad w/ Grilled Chicken,610,65.0,25,Chili's,Salads
Caribbean Salad w/ Grilled Shrimp,620,66.0,31,Chili's,Salads
Chicken Caesar Salad,650,26.0,44,Chili's,Salads
Cobb Salad,710,22.0,52,Chili's,Salads
House Salad No Dressing,180,15.0,11,Chili's,Salads
Lunch House Salad No Dressing,90,7.0,5,Chili's,Salads
Over-The-Top Cobb Salad w/ Avocado Ranch,430,12.0,33,Chili's,Salads
Quesadilla Explosion Salad,1400,90.0,89,Chili's,Salads
Asian Edamame Salad – V (Side),140,12.0,8,Corner Bakery Cafe,Salads
Asian Edamame Salad – V (Trio),90,8.0,5,Corner Bakery Cafe,Salads
Asian Wonton Salad (Café & Combo),270,33.0,8,Corner Bakery Cafe,Salads
Asian Wonton Salad (Entrée),530,63.0,16,Corner Bakery Cafe,Salads
Avocado Wedge – VG (Side),280,4.0,20,Corner Bakery Cafe,Salads
Avocado Wedge – VG (Trio),150,2.0,10,Corner Bakery Cafe,Salads
Caesar Salad,230,8.0,20,Corner Bakery Cafe,Salads
Caesar Salad (Café & Combo),360,12.0,31,Corner Bakery Cafe,Salads
Caesar Salad (Entrée),710,21.0,63,Corner Bakery Cafe,Salads
Caesar Salad (side & trio portion),230,8.0,20,Corner Bakery Cafe,Salads
Caesar Salad w/Roasted Chicken (Café & Combo),420,13.0,32,Corner Bakery Cafe,Salads
Caesar Salad w/Roasted Chicken (Entrée),820,23.0,65,Corner Bakery Cafe,Salads
Chopped Salad – G (Café & Combo),400,18.0,28,Corner Bakery Cafe,Salads
Chopped Salad – G (Entrée),790,33.0,57,Corner Bakery Cafe,Salads
D.C. Chicken Salad – G (Side),360,22.0,21,Corner Bakery Cafe,Salads
D.C. Chicken Salad – G (Trio),240,15.0,14,Corner Bakery Cafe,Salads
"Egg Salad – V, G (Side)",340,5.0,27,Corner Bakery Cafe,Salads
"Egg Salad – V, G (Trio)",230,3.0,19,Corner Bakery Cafe,Salads
"Greek Vegetable Salad – V, G (Side)",90,9.0,4,Corner Bakery Cafe,Salads
"Greek Vegetable Salad – V, G (Trio)",60,6.0,3,Corner Bakery Cafe,Salads
Harvest Salad – V (Café & Combo),430,36.0,25,Corner Bakery Cafe,Salads
Harvest Salad – V (Entrée),760,72.0,45,Corner Bakery Cafe,Salads
Harvest Salad w/Roasted Chicken (Café & Combo),500,37.0,26,Corner Bakery Cafe,Salads
Harvest Salad w/Roasted Chicken (Entrée),870,74.0,47,Corner Bakery Cafe,Salads
Mixed Greens Salad – V (Café & Combo),220,13.0,17,Corner Bakery Cafe,Salads
Mixed Greens Salad – V (Entrée),420,26.0,33,Corner Bakery Cafe,Salads
Mixed Greens Salad w/dressing (side & trio portion) – V,120,9.0,8,Corner Bakery Cafe,Salads
Mixed Greens Salad w/dressing – V,120,9.0,8,Corner Bakery Cafe,Salads
Mixed Greens w/dressing (garnish) – VG,30,1.0,2,Corner Bakery Cafe,Salads
Crispy Chicken Salad,470,29.0,26,Dairy Queen,Salads
Grilled Chicken Salad,330,13.0,15,Dairy Queen,Salads
Chicken Deluxe Salad  –  Chicken Strips (add choices),590,43.0,29,Denny's,Salads
Chicken Deluxe Salad  –  Grilled Chicken (add choices),340,13.0,13,Denny's,Salads
Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,370,32.0,12,Denny's,Salads
Garden Salad w/o dressing,120,7.0,7,Denny's,Salads
Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,310,21.0,10,Denny's,Salads
Avocado Bacon Chicken Tostada (no dressing),769,56.0,43,El Pollo Loco,Salads
Barbecue Chicken Tostada (no dressing),718,65.0,35,El Pollo Loco,Salads
Chicken Tortilla Soup Small (no tortilla strips),140,9.0,5,El Pollo Loco,Salads
Chicken Tostada (no dressing),859,78.0,42,El Pollo Loco,Salads
Chicken Tostada (no shell & no dressing),429,43.0,13,El Pollo Loco,Salads
Chicken Tostada (no shell & no dressing),429,43.0,13,El Pollo Loco,Salads
Fresh Vegetables (no margarine),9,2.0,0,El Pollo Loco,Salads
Grilled Chicken Salad (no tortilla strips & no dressing),167,10.0,3,El Pollo Loco,Salads
Grilled Chicken Salad (no tortilla strips & no dressing),167,10.0,3,El Pollo Loco,Salads
Loco Side Salad,62,7.0,2,El Pollo Loco,Salads
"Loco Side Salad (no dressing, no tortilla strips) – large",47,5.0,1,El Pollo Loco,Salads
"Loco Side Salad (no dressing, no tortilla strips) – small",25,3.0,0,El Pollo Loco,Salads
Asian Chicken Salad,355,30.0,7,FATZ,Salads
Calabash Chicken Salad,783,62.0,32,FATZ,Salads
FATZ Cobb Salad,529,12.0,32,FATZ,Salads
House Salad,379,15.0,24,FATZ,Salads
Large Salad Tray (per serving),77,3.0,5,FATZ,Salads
Lite Grilled Chicken Salad,508,18.0,23,FATZ,Salads
Popcorn Shrimp Salad,539,26.0,28,FATZ,Salads
Seabreeze Spinach Salad,382,28.0,24,FATZ,Salads
Seabreeze Spinach Salad with Grilled Aloha Chicken,563,33.0,26,FATZ,Salads
Side Caesar Salad,79,10.0,2,FATZ,Salads
Side House Salad,210,11.0,13,FATZ,Salads
Side Veggie Salad,43,8.0,0,FATZ,Salads
Small Salad Tray,91,3.0,6,FATZ,Salads
The Ultimate Chopped Chef Salad,586,19.0,36,FATZ,Salads
Traditional Caesar Salad,109,13.0,3,FATZ,Salads
Cherry Almond Chicken,480,38.0,25,Fazoli's,Salads
Citrus Apple & Roasted Chicken,510,30.0,30,Fazoli's,Salads
Country Caesar,780,48.0,51,Fazoli's,Salads
Fazoli’s Italian House,600,16.0,45,Fazoli's,Salads
Pasta Ranch Italia,770,44.0,50,Fazoli's,Salads
Side Chopped Salad,60,5.0,3,Fazoli's,Salads
Chunky Chicken Salad,363,2.0,24,Golden Chick,Salads
Chicken & Spinach Salad,1600,72.0,118,IHOP,Salads
Chicken Fajita Salad,790,49.0,44,IHOP,Salads
Chicken Fajita Salad w/Avocado,870,54.0,52,IHOP,Salads
Crispy Chicken Salad w/Fried Chicken,1460,93.0,95,IHOP,Salads
Crispy Chicken Salad w/Grilled Chicken,1270,59.0,91,IHOP,Salads
Grilled Chicken Caesar Salad,960,39.0,72,IHOP,Salads
"Grilled Chicken Caesar Salad, No Chicken",870,39.0,71,IHOP,Salads
House Salad,90,15.0,3,IHOP,Salads
House Salad,90,15.0,3,IHOP,Salads
House Salad,90,15.0,3,IHOP,Salads
House Salad,90,15.0,3,IHOP,Salads
Bacon Ranch Dressing,260,3.0,26,Jack in the Box,Salads
Chicken Club Salad w/ Crispy Chicken Strips**,520,37.0,28,Jack in the Box,Salads
Chicken Club Salad w/ Grilled Chicken Strips**,370,13.0,20,Jack in the Box,Salads
Creamy Southwest Dressing,220,3.0,22,Jack in the Box,Salads
Gourmet Seasoned Croutons,70,13.0,4,Jack in the Box,Salads
Grilled Chicken Salad**,250,15.0,10,Jack in the Box,Salads
Grilled Chicken Salad**,250,15.0,10,Jack in the Box,Salads
Lite Ranch Dressing,150,3.0,15,Jack in the Box,Salads
Low-Fat Balsamic Vinaigrette,35,5.0,1,Jack in the Box,Salads
Side Salad,20,4.0,0,Jack in the Box,Salads
Side Salad**,20,4.0,0,Jack in the Box,Salads
Side Salad**,20,4.0,0,Jack in the Box,Salads
Southwest Chicken Salad w/ Crispy Chicken Strips**,500,53.0,23,Jack in the Box,Salads
Southwest Chicken Salad w/ Grilled Chicken Strips**,350,29.0,15,Jack in the Box,Salads
Spicy Corn Sticks,140,18.0,7,Jack in the Box,Salads
Aruba Chicken Salad,780,37.0,49,Joe's Crab Shack,Salads
Aruba Shrimp Salad,860,60.0,61,Joe's Crab Shack,Salads
Caesar Salad,450,18.0,37,Joe's Crab Shack,Salads
Caesar Salad – Chicken,670,18.0,46,Joe's Crab Shack,Salads
Caesar Salad – Shrimp,530,19.0,38,Joe's Crab Shack,Salads
Caesar Side Salad,220,8.0,18,Joe's Crab Shack,Salads
Chicken Chipotle Caesar,760,42.0,46,Joe's Crab Shack,Salads
Classic Cobb Salad – Chicken,790,38.0,46,Joe's Crab Shack,Salads
Classic Cobb Salad – Shrimp,650,39.0,39,Joe's Crab Shack,Salads
Classic Cobb Salad – Snow,630,38.0,38,Joe's Crab Shack,Salads
Crab Cake Chipotle Caesar,970,52.0,72,Joe's Crab Shack,Salads
House Side Salad,120,10.0,7,Joe's Crab Shack,Salads
Caesar Side Salad without Dressing & Croutons,40,2.0,2,KFC,Salads
Crispy Chicken BLT Salad without Dressing,360,18.0,19,KFC,Salads
Crispy Chicken Caesar Salad without Dressing & Croutons,340,16.0,18,KFC,Salads
Heinz Buttermilk Ranch Dressing (1),160,1.0,17,KFC,Salads
Hidden Valley® The Original Ranch® Fat Free Dressing (1),35,8.0,0,KFC,Salads
House Side Salad without Dressing,15,3.0,0,KFC,Salads
KFC® Creamy Parmesan Caesar Dressing (1),260,4.0,26,KFC,Salads
Marzetti Light Italian Dressing (1),15,2.0,0,KFC,Salads
Parmesan Garlic Croutons Pouch (1),70,8.0,3,KFC,Salads
Black & Bleu Caesar Salad,990,22.0,76,O'Charley's,Salads
Caesar Salad without croutons,560,10.0,54,Olive Garden,Salads
Garden-Fresh Salad (one serving with dressing),290,23.0,20,Olive Garden,Salads
Garden-Fresh Salad (one serving without dressing),130,19.0,4,Olive Garden,Salads
Garden-Fresh Salad without croutons,220,12.0,18,Olive Garden,Salads
Grilled Chicken Caesar Salad,610,19.0,40,Olive Garden,Salads
Aussie Chicken Cobb Salad Crispy,856,46.0,55,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Crispy with Blue Cheese Dressing,1276,48.0,101,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Crispy with Honey Mustard Dressing,1302,64.0,99,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Crispy with Tangy Tomato Dressing,969,72.0,56,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Crispy with Thousand Island Dressing,1298,54.0,102,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled,543,19.0,29,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Blue Cheese Dressing,963,20.0,76,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Honey Mustard Dressing,988,36.0,73,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Mustard Vinagrette,1044,26.0,83,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Oil And Vinegar,770,19.0,56,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Ranch Dressing,961,21.0,76,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Tangy Tomato Dressing,656,44.0,30,Outback Steakhouse,Salads
Aussie Chicken Cobb Salad Grilled with Thousand Island Dressing,984,26.0,76,Outback Steakhouse,Salads
Caesar Salad Chicken,725,21.0,42,Outback Steakhouse,Salads
Caesar Salad Shrimp,571,34.0,41,Outback Steakhouse,Salads
California Chicken Salad,690,52.0,39,Outback Steakhouse,Salads
Filet Wedge Salad,736,16.0,59,Outback Steakhouse,Salads
Full Asian Sesame Chicken,450,33.0,24,Panera Bread,Salads
Full BBQ Chopped Chicken,500,50.0,22,Panera Bread,Salads
Full Caesar,390,25.0,27,Panera Bread,Salads
Full Chicken Caesar,510,29.0,29,Panera Bread,Salads
Full Chopped Chicken Cobb,500,11.0,36,Panera Bread,Salads
Full Chopped Steak & Blue Cheese,790,35.0,54,Panera Bread,Salads
Full Classic Cafe,170,18.0,11,Panera Bread,Salads
Full Fuji Apple with Chicken,560,36.0,34,Panera Bread,Salads
Full Greek,370,14.0,34,Panera Bread,Salads
Full Mediterranean Salmon,580,29.0,38,Panera Bread,Salads
Full Salmon Caesar,550,16.0,39,Panera Bread,Salads
Full Thai Chopped Chicken,470,45.0,19,Panera Bread,Salads
Half Asian Sesame Chicken,230,17.0,12,Panera Bread,Salads
Half BBQ Chopped Chicken,250,25.0,11,Panera Bread,Salads
Half Caesar,200,13.0,14,Panera Bread,Salads
Half Chicken Caesar,260,14.0,15,Panera Bread,Salads
Half Chopped Chicken Cobb,250,5.0,18,Panera Bread,Salads
Half Chopped Steak & Blue Cheese,390,17.0,27,Panera Bread,Salads
Half Classic Cafe,80,9.0,5,Panera Bread,Salads
Half Fuji Apple with Chicken,280,18.0,17,Panera Bread,Salads
Half Greek,190,7.0,17,Panera Bread,Salads
Half Mediterranean Salmon,290,15.0,19,Panera Bread,Salads
Half Salmon Caesar,270,8.0,20,Panera Bread,Salads
Half Thai Chopped Chicken,230,22.0,10,Panera Bread,Salads
Cobb (Large),620,13.0,52,Quiznos,Salads
Cobb (Small),310,7.0,26,Quiznos,Salads
Harvest Chicken (Large),510,56.0,29,Quiznos,Salads
Harvest Chicken (Small),260,28.0,14,Quiznos,Salads
Honey Mustard Chicken  (Large),720,27.0,56,Quiznos,Salads
Honey Mustard Chicken (Small),360,14.0,28,Quiznos,Salads
Lobster & Seafood Salad (Large),550,18.0,50,Quiznos,Salads
Lobster & Seafood Salad (Small),350,10.0,32,Quiznos,Salads
Mediterranean Chicken (Large),770,18.0,63,Quiznos,Salads
Mediterranean Chicken (Small),390,9.0,32,Quiznos,Salads
Peppercorn Caesar with Chicken (Large),740,15.0,62,Quiznos,Salads
Peppercorn Caesar with Chicken (Small),370,7.0,31,Quiznos,Salads
Apple Harvest Chicken Salad,812,64.0,44,Red Robin Gourmet Burgers,Salads
Avo-Cobb-o Salad,726,40.0,37,Red Robin Gourmet Burgers,Salads
Crispy Chicken Tender Salad,1450,86.0,97,Red Robin Gourmet Burgers,Salads
Grilled Chicken alla Caprese,646,35.0,34,Red Robin Gourmet Burgers,Salads
House Salad,115,10.0,3,Red Robin Gourmet Burgers,Salads
Mighty Caesar Salad,648,43.0,44,Red Robin Gourmet Burgers,Salads
Mighty Caesar w/ Blackened Chicken Salad,800,43.0,47,Red Robin Gourmet Burgers,Salads
Mighty Caesar w/ Blackened Salmon Salad,790,43.0,48,Red Robin Gourmet Burgers,Salads
Mighty Caesar w/ Grilled Chicken Salad,800,43.0,47,Red Robin Gourmet Burgers,Salads
Mighty Caesar w/ Grilled Salmon Salad,865,43.0,51,Red Robin Gourmet Burgers,Salads
Side Caesar Salad,313,21.0,21,Red Robin Gourmet Burgers,Salads
Simply Grilled Chicken Salad,567,45.0,22,Red Robin Gourmet Burgers,Salads
Southwest Grilled Chicken Salad,870,43.0,55,Red Robin Gourmet Burgers,Salads
Bibb & Blue (Includes Dressing),680,23.0,56,Romano's Macaroni Grill,Salads
Caesar (Includes Dressing),420,11.0,39,Romano's Macaroni Grill,Salads
Market Chop (Includes Dressing),1010,33.0,71,Romano's Macaroni Grill,Salads
Parmesan-Crusted Chicken (Includes Dressing),930,53.0,58,Romano's Macaroni Grill,Salads
Salad Sampler (Includes Dressing),1030,36.0,80,Romano's Macaroni Grill,Salads
"Warm Spinach Salad (Includes Dressing, No Protein)",340,17.0,25,Romano's Macaroni Grill,Salads
Blue Cheese Iceberg Tower – add-on,607,14.0,53,Ruby Tuesday,Salads
Blue Cheese Iceberg Tower – entrée,1066,28.0,90,Ruby Tuesday,Salads
Carolina Chicken Salad,1101,52.0,46,Ruby Tuesday,Salads
Grilled Chicken Salad,795,48.0,28,Ruby Tuesday,Salads
Grilled Chicken Salad,795,48.0,28,Ruby Tuesday,Salads
Petite Carolina Chicken Salad,443,24.0,15,Ruby Tuesday,Salads
Petite Carolina Chicken Salad – F&T,443,24.0,15,Ruby Tuesday,Salads
Petite Grilled Chicken Salad,377,23.0,10,Ruby Tuesday,Salads
Petite Grilled Chicken Salad – F&T,377,23.0,10,Ruby Tuesday,Salads
Applewood Pulled Pork Salad,250,23.0,8,Subway,Salads
B.L.T. with Avocado Salad,260,16.0,19,Subway,Salads
Big Hot Pastrami Melt Salad,400,12.0,29,Subway,Salads
Big Philly Cheesesteak Salad,330,17.0,16,Subway,Salads
Black Forest Ham Salad,110,12.0,3,Subway,Salads
Chicken Cordon Bleu Melt Salad,270,25.0,8,Subway,Salads
Chicken Teriyaki with Spinach,220,23.0,3,Subway,Salads
Chipotle Chicken & Cheese Salad,300,15.0,18,Subway,Salads
Chipotle Steak & Cheese Salad,300,15.0,18,Subway,Salads
Double Chicken Salad,220,10.0,4,Subway,Salads
Fritos® Chicken Enchilada Melt Salad,510,26.0,36,Subway,Salads
Oven Roasted Chicken Salad,140,10.0,2,Subway,Salads
Roast Beef Salad,140,11.0,3,Subway,Salads
Spicy Tuna Salad,380,13.0,31,Subway,Salads
Sriracha Chicken Melt Salad,260,13.0,14,Subway,Salads
Sriracha Steak Melt Salad,300,17.0,16,Subway,Salads
Steak & Bacon Melt Salad,270,16.0,10,Subway,Salads
Subway Club® Salad,140,12.0,3,Subway,Salads
Sweet Onion Chicken Teriyaki Salad,230,32.0,3,Subway,Salads
Turkey Breast & Ham Salad,110,12.0,2,Subway,Salads
Turkey Breast Salad,110,12.0,2,Subway,Salads
Turkey Jalapeno Melt Salad,250,13.0,16,Subway,Salads
Tuscan Chicken Salad,230,23.0,7,Subway,Salads
Veggie Delite® Salad,60,10.0,1,Subway,Salads
Express Taco Salad w/ Chips,580,59.0,29,Taco Bell,Salads
Express Taco Salad w/ Chips,580,59.0,29,Taco Bell,Salads
Fiesta Taco Salad-Beef,780,74.0,42,Taco Bell,Salads
Fiesta Taco Salad-Chicken,730,70.0,35,Taco Bell,Salads
Fiesta Taco Salad-Steak,720,70.0,36,Taco Bell,Salads
Beef Nacho Salad,759,58.0,48,Taco Bueno,Salads
Beef Taco Salad,1043,58.0,75,Taco Bueno,Salads
Chicken Nacho Salad,713,59.0,43,Taco Bueno,Salads
Chicken Taco Salad,838,53.0,57,Taco Bueno,Salads
Apple Pecan Chicken Salad,570,49.0,27,Wendy's,Salads
Apple Pecan Chicken Salad Half-Size,340,28.0,18,Wendy's,Salads
Asian Cashew Chicken Salad,380,33.0,13,Wendy's,Salads
"Asian Cashew Chicken Salad, Half-Size",240,20.0,10,Wendy's,Salads
BBQ Ranch Chicken Salad,580,43.0,29,Wendy's,Salads
"BBQ Ranch Chicken Salad, Half Size",310,25.0,14,Wendy's,Salads
Caesar Side Salad,250,18.0,17,Wendy's,Salads
Garden Side Salad,200,19.0,13,Wendy's,Salads
Spicy Chicken Caesar Salad,780,40.0,51,Wendy's,Salads
Spicy Chicken Caesar Salad Half-Size,440,28.0,27,Wendy's,Salads
Applebee’s Reuben,1140,49.0,81,Applebee's,Sandwiches
Applebee’s Reuben,630,25.0,47,Applebee's,Sandwiches
Bacon Cheese Chicken Grill,750,50.0,33,Applebee's,Sandwiches
Blackened Tilapia Sandwich,740,54.0,42,Applebee's,Sandwiches
California Turkey Club,970,60.0,55,Applebee's,Sandwiches
Chicken Fajita Rollup,850,63.0,62,Applebee's,Sandwiches
Chicken Fajita Rollup,560,45.0,41,Applebee's,Sandwiches
Classic Club House Grill,1150,77.0,67,Applebee's,Sandwiches
Hand-Battered Fish Sandwich,860,63.0,58,Applebee's,Sandwiches
Honey BBQ Chicken Sandwich,1000,87.0,42,Applebee's,Sandwiches
Oriental Chicken Rollup,1160,121.0,60,Applebee's,Sandwiches
Angus Cool Deli Sandwich,640,47.0,35,Arby's,Sandwiches
Angus Three Cheese & Bacon Sandwich,660,46.0,33,Arby's,Sandwiches
Arby’s Melt,390,39.0,16,Arby's,Sandwiches
Arby’s Sauce® Adds,15,3.0,0,Arby's,Sandwiches
Bacon Beef ‘n Cheddar,520,43.0,26,Arby's,Sandwiches
Beef’n Cheddar Classic,450,43.0,21,Arby's,Sandwiches
Beef’n Cheddar Max,680,46.0,37,Arby's,Sandwiches
Beef’n Cheddar Mild,550,43.0,28,Arby's,Sandwiches
Chicken Bacon & Swiss – Crispy,600,53.0,28,Arby's,Sandwiches
Chicken Bacon & Swiss – Roast,470,43.0,19,Arby's,Sandwiches
Classic Italian Toasted Sub,590,47.0,37,Arby's,Sandwiches
Cravin’ Chicken Sandwich – Crispy,500,53.0,21,Arby's,Sandwiches
Cravin’ Chicken Sandwich – Roast,370,42.0,12,Arby's,Sandwiches
Deluxe Bacon Cheddar,430,42.0,19,Arby's,Sandwiches
French Dip & Swiss/Au Jus,450,51.0,17,Arby's,Sandwiches
Ham & Swiss Melt,300,37.0,8,Arby's,Sandwiches
Horsey Sauce® Adds,50,3.0,5,Arby's,Sandwiches
Jr Chicken Sandwich,340,33.0,17,Arby's,Sandwiches
Jr Deluxe Sandwich,270,25.0,14,Arby's,Sandwiches
Jr Ham & Cheddar Sandwich,210,26.0,6,Arby's,Sandwiches
Jr Roast Beef Sandwich,210,24.0,8,Arby's,Sandwiches
Reuben Sandwich,700,64.0,32,Arby's,Sandwiches
Roast Beef Classic,360,37.0,14,Arby's,Sandwiches
Roast Beef Max,610,46.0,29,Arby's,Sandwiches
Roast Beef Mild,470,38.0,22,Arby's,Sandwiches
Roast Chicken Club,460,41.0,18,Arby's,Sandwiches
Roast Turkey & Swiss Sandwich,710,78.0,28,Arby's,Sandwiches
"Roast Turkey, Ranch & Bacon Sandwich",810,78.0,36,Arby's,Sandwiches
Shroom & Swiss,520,46.0,28,Arby's,Sandwiches
Smokin’ Chipotle Chicken*,590,60.0,23,Arby's,Sandwiches
Super Roast Beef,440,44.0,20,Arby's,Sandwiches
Turkey Bacon Club Toasted Sub,480,47.0,21,Arby's,Sandwiches
Abc Special,750,57.0,38,Atlanta Bread Company,Sandwiches
Bella Chicken Sandwich,610,34.0,38,Atlanta Bread Company,Sandwiches
Bistro Chicken Press,780,59.0,41,Atlanta Bread Company,Sandwiches
California Avocado,930,98.0,50,Atlanta Bread Company,Sandwiches
Chicken Cordon Bleu Panini,670,80.0,19,Atlanta Bread Company,Sandwiches
Chicken Pesto Panini,710,80.0,26,Atlanta Bread Company,Sandwiches
Chicken Salad On Sourdough,440,42.0,19,Atlanta Bread Company,Sandwiches
Chicken Waldorf,450,29.0,29,Atlanta Bread Company,Sandwiches
Cubano Panini,650,80.0,19,Atlanta Bread Company,Sandwiches
Honey Maple Ham On Honey Wheat,410,64.0,5,Atlanta Bread Company,Sandwiches
Italian Vegetarian Panini,570,84.0,16,Atlanta Bread Company,Sandwiches
Ny Hot Pastrami,660,59.0,29,Atlanta Bread Company,Sandwiches
Tuna Salad On French,630,57.0,33,Atlanta Bread Company,Sandwiches
Turkey Bacon Rustica,960,62.0,56,Atlanta Bread Company,Sandwiches
Turkey Club Panini,710,81.0,24,Atlanta Bread Company,Sandwiches
Turkey On Nine Grain,370,50.0,6,Atlanta Bread Company,Sandwiches
Veggie On Nine Grain,500,52.0,25,Atlanta Bread Company,Sandwiches
Cajun Filet Club Sandwich,640,44.0,39,Bojangle's Famous Chicken 'n Biscuits,Sandwiches
Cajun Filet Sandwich,495,43.0,27,Bojangle's Famous Chicken 'n Biscuits,Sandwiches
Grilled Chicken Club,520,34.0,27,Bojangle's Famous Chicken 'n Biscuits,Sandwiches
Grilled Chicken Sandwich,375,33.0,15,Bojangle's Famous Chicken 'n Biscuits,Sandwiches
Buffalo Chicken Flatbread,908,56.0,49,Buffalo Wild Wings,Sandwiches
Buffalo Ranch Chicken Sandwich,800,60.0,49,Buffalo Wild Wings,Sandwiches
Crispy Fish Sandwich,550,22.0,22,Buffalo Wild Wings,Sandwiches
Grilled Chicken Sandwich,470,50.0,7,Buffalo Wild Wings,Sandwiches
Honey BBQ Bacon Chicken Sandwich,530,42.0,18,Buffalo Wild Wings,Sandwiches
Honey BBQ Chicken Flatbread,813,71.0,32,Buffalo Wild Wings,Sandwiches
Jerk Chicken Sandwich,530,56.0,10,Buffalo Wild Wings,Sandwiches
Parmesan Garlic Flatbread,863,55.0,44,Buffalo Wild Wings,Sandwiches
Pulled Pork Sandwich,570,61.0,25,Buffalo Wild Wings,Sandwiches
American Original Chicken Sandwich,730,49.0,47,Burger King,Sandwiches
BK Big Fish® Sandwich,590,57.0,31,Burger King,Sandwiches
BK Big Fish® Sandwich w/o Tartar Sauce,410,53.0,12,Burger King,Sandwiches
